Date,Period,ResponseID,Survey,CONSENT,REPEAT,REPEAT_WHEN,AGE,EMPLOY,GENDER,INCOME,RESIDENT,ZIPCODE,VISIT_WHY,VISIT_WHY_OTHER,VISIT_FROM,PELICAN_TOTAL,PELICAN_TOTAL_N,PELICAN_INJURED,PELICAN_INJURED_N,PELICAN_DEAD,PELICAN_DEAD_N,PELICAN_FED,PELICAN_FED_TYPE,PELICAN_FED_TYPE_TEXT,TIME,REASON,REASON_TEXT,COMPANY,COMPANY_TEXT,LOCATION,FREQUENCY,TACKLE_C,TTACKLE_C,TACKLE_T,TTACKLE_T,ISSUE_CONCERN,ISSUE_CONFIDENT,ISSUE_CUT,ISSUE_NORM,ACTION_GEAR,ACTION_ZONE,ACTION_ENFORCE,ACTION_DEMOLISH,ACTION_VIDEO,REG_AWARE,REG_AFFECT.R,REG_DIFFICULT,REG_ENOUGH.R,REG_CAUSE.R,REG_SNORM,REG_REDUCE,REG_ENFORCE.R,REG_DNORM
10/11/2023,Unregulated,R_101107,In Person,I agree,No,NA,NA,Full-time,Male,"$25,000 or less",Yes,33614,NA,NA,Cuba,Yes,NA,No,NA,Yes,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",Fishing for my own food,NA,"No, just me",NA,Section A (markers 147-172),Once or twice a month,NA,NA,One of them,Three of them,Strongly disagree,NA,Strongly disagree,Strongly disagree,Slightly effective,NA,Not effective at all,Slightly effective,Not effective at all,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
10/14/2023,Unregulated,R_101401,In Person,I agree,No,NA,45,Full-time,Male,NA,Yes,33710,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)","Fishing for fun or sport,Fishing for my own food,Watching friends or family fish",NA,"No, just me",NA,Section B (markers 108-146),Once or twice a month,All of them,All of them,NA,NA,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Not effective at all,Not effective at all,Extremely effective,Not effective at all,Moderately effective,Yes,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree
10/14/2023,Unregulated,R_101402,In Person,I agree,No,NA,55,Full-time,Male,"$75,001 - $100,000",Yes,34211,NA,NA,NA,Yes,15,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),"Fishing for fun or sport,Fishing for my own food",NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),At least once a week,Two of them,Two of them,NA,NA,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Very effective,Yes,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree
10/14/2023,Unregulated,R_101403,In Person,I agree,No,NA,35,Full-time,Male,"$75,001 - $100,000",Yes,33831,NA,NA,NA,Yes,100,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for fun or sport,NA,"Yes, with my spouse or significant other,Yes, with my children",NA,Section B (markers 108-146),Once or twice a month,Two of them,Two of them,NA,NA,Somewhat disagree,Agree,Disagree,Somewhat disagree,Slightly effective,Not effective at all,Slightly effective,Not effective at all,Extremely effective,No,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree
10/14/2023,Unregulated,R_101404,In Person,I agree,No,NA,33,Full-time,Female,"$25,001 - $50,000",Yes,32059,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for fun or sport,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),This is my first time at the pier,All of them,All of them,NA,NA,Strongly agree,Agree,Strongly disagree,Agree,Moderately effective,Not effective at all,Extremely effective,Not effective at all,Extremely effective,No,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,Disagree
10/14/2023,Unregulated,R_101405,In Person,I agree,No,NA,57,Full-time,Male,"$100,001 or more",Yes,33761,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for fun or sport,NA,"Yes, with my children,Yes, with someone else",Grandson,Section B (markers 108-146),Once or twice a month,All of them,All of them,NA,NA,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Moderately effective,Yes,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
10/14/2023,Unregulated,R_101406,In Person,I agree,No,NA,32,Part-time,Female,"$25,001 - $50,000",Yes,34208,NA,NA,NJ,Yes,3,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for my own food,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),At least once a week,NA,NA,Two of them,Two of them,Disagree,Agree,Somewhat disagree,Somewhat disagree,Not effective at all,Not effective at all,Extremely effective,Not effective at all,Moderately effective,Yes,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree
10/14/2023,Unregulated,R_101407,In Person,I agree,No,NA,39,Full-time,Male,"$50,001 - $75,000",Yes,34211,NA,NA,NA,Yes,6,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)","Fishing for fun or sport,Fishing for my own food",NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),At least once a week,NA,NA,All of them,Three of them,Strongly agree,Agree,Disagree,Agree,Moderately effective,Moderately effective,Extremely effective,Extremely effective,Moderately effective,Yes,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
10/14/2023,Unregulated,R_101408,In Person,I agree,No,NA,68,Full-time,NA,"$50,001 - $75,000",Yes,34698,NA,NA,NA,Yes,5,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",Fishing for my own food,NA,"No, just me",NA,Section B (markers 108-146),At least once a week,NA,NA,Three of them,Two of them,Disagree,Strongly agree,Strongly disagree,Agree,Not effective at all,Not effective at all,Very effective,Not effective at all,Very effective,Yes,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Somewhat disagree
10/14/2023,Unregulated,R_101409,In Person,I agree,No,NA,39,Full-time,Male,"$100,001 or more",Yes,34211,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",Fishing for my own food,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),At least once a week,NA,NA,Three of them,Three of them,Agree,Strongly agree,Disagree,Disagree,Slightly effective,Not effective at all,Not effective at all,Very effective,Moderately effective,Yes,Disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Disagree,Strongly disagree,Somewhat agree
10/14/2023,Unregulated,R_101410,In Person,I agree,No,NA,32,Full-time,Male,"$50,001 - $75,000",Yes,33635,NA,NA,Cuba,Yes,NA,Yes,NA,No,NA,Yes,Dead fish or used bait,NA,Mid-day (11am - 3pm),Fishing for fun or sport,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),Once or twice a month,NA,NA,Two of them,Two of them,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not effective at all,Not effective at all,Slightly effective,Slightly effective,Not effective at all,Yes,NA,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
10/14/2023,Unregulated,R_101411,In Person,I agree,No,NA,32,Full-time,Male,"$25,001 - $50,000",Yes,33716,NA,NA,NA,Yes,30,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",Fishing for fun or sport,NA,"Yes, with a friend",NA,Section A (markers 147-172),A few times per year,NA,NA,Four of them,Four of them,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Extremely effective,No,Agree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree
10/20/2023,Unregulated,R_102001,In Person,I agree,No,NA,60,Unemployed,Male,"$25,001 - $50,000",Yes,33716,NA,NA,NA,Yes,5,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with a friend",NA,Section A (markers 147-172),Once or twice a month,One of them,Three of them,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Slightly effective,Slightly effective,Extremely effective,Not effective at all,Extremely effective,Yes,Somewhat agree,Strongly disagree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
10/20/2023,Unregulated,R_102002,In Person,I agree,No,NA,23,Full-time,Male,"$50,001 - $75,000",No,NA,NA,NA,NA,Yes,4,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),"Fishing for fun or sport,Fishing for my own food",NA,"Yes, with a friend",NA,Section A (markers 147-172),Once or twice a month,All of them,All of them,NA,NA,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Not effective at all,Slightly effective,Slightly effective,Very effective,Very effective,Yes,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree
10/20/2023,Unregulated,R_102003,In Person,I agree,No,NA,62,Unemployed,Male,"$100,001 or more",Yes,33596,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"No, just me",NA,Section B (markers 108-146),At least once a week,One of them,Two of them,NA,NA,Strongly agree,Strongly agree,Strongly disagree,Agree,Very effective,Moderately effective,Very effective,Not effective at all,Extremely effective,Yes,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree
10/20/2023,Unregulated,R_102004,In Person,I agree,No,NA,33,Full-time,Male,"$25,000 or less",Yes,33604,NA,NA,Cuba,Yes,NA,Yes,1,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with a friend",NA,Section A (markers 147-172),Once or twice a month,Two of them,Two of them,NA,NA,Agree,Somewhat agree,Disagree,Somewhat agree,Moderately effective,Moderately effective,Moderately effective,Very effective,Very effective,Yes,Agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat agree,Agree
10/20/2023,Unregulated,R_102005,In Person,I agree,No,NA,23,Full-time,Male,"$50,001 - $75,000",Yes,34208,Business or work-related activities,NA,KS,No,NA,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with a friend",NA,Section A (markers 147-172),Once or twice a month,NA,NA,Two of them,Two of them,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Not effective at all,Slightly effective,Extremely effective,Extremely effective,Very effective,Yes,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Disagree,Strongly agree
10/20/2023,Unregulated,R_102006,In Person,I agree,No,NA,NA,Retired,Male,"$25,001 - $50,000",Yes,32810,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for fun or sport,NA,"Yes, with my spouse or significant other",NA,Section A (markers 147-172),A few times per year,NA,NA,Four of them,All of them,Agree,Agree,Strongly disagree,Somewhat agree,Moderately effective,Moderately effective,Very effective,Not effective at all,Very effective,No,Disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Agree
10/22/2023,Unregulated,R_102201,In Person,I agree,No,NA,57,Full-time,Male,"$50,001 - $75,000",No,23236,Vacation or holiday,NA,VA,Yes,6,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with a friend",NA,Section B (markers 108-146),This is my first time at the pier,Two of them,Two of them,NA,NA,Agree,Strongly agree,Disagree,Somewhat agree,Very effective,Moderately effective,Extremely effective,Moderately effective,Very effective,Yes,Disagree,Strongly disagree,Somewhat disagree,Disagree,Agree,Strongly agree,Somewhat disagree,Agree
10/22/2023,Unregulated,R_102202,In Person,I agree,No,NA,45,Full-time,Male,"$25,001 - $50,000",Yes,34785,NA,NA,Sumpter,Yes,1,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with a friend",NA,Section B (markers 108-146),Once or twice a month,One of them,Two of them,NA,NA,Somewhat disagree,Agree,Disagree,Somewhat agree,Not effective at all,Slightly effective,Moderately effective,Not effective at all,Very effective,Yes,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
10/22/2023,Unregulated,R_102203,In Person,I agree,No,NA,32,Full-time,Male,"$75,001 - $100,000",Yes,33634,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with my children",NA,Section B (markers 108-146),A few times per year,None of them,Two of them,NA,NA,Agree,Strongly agree,Somewhat disagree,Agree,Slightly effective,Moderately effective,Slightly effective,Not effective at all,Extremely effective,Yes,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Strongly agree
10/22/2023,Unregulated,R_102204,In Person,I agree,No,NA,39,Full-time,Male,"$50,001 - $75,000",Yes,33782,NA,NA,NA,Yes,1,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with my children",NA,Section A (markers 147-172),Once or twice a month,NA,NA,All of them,Two of them,Agree,Strongly agree,Strongly disagree,Somewhat disagree,Not effective at all,Not effective at all,Not effective at all,Not effective at all,Very effective,No,Somewhat agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Agree
10/22/2023,Unregulated,R_102205,In Person,I agree,No,NA,54,Retired,Female,"$50,001 - $75,000",Yes,34221,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),A few times per year,NA,NA,Four of them,Two of them,Strongly agree,Somewhat agree,Strongly agree,Agree,Slightly effective,Not effective at all,Very effective,Slightly effective,Extremely effective,Yes,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
10/22/2023,Unregulated,R_102206,In Person,I agree,No,NA,23,Full-time,Female,"$25,001 - $50,000",No,23235,Vacation or holiday,NA,VA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)","Fishing for fun or sport,Watching friends or family fish",NA,"Yes, with a parent or sibling",NA,Section B (markers 108-146),This is my first time at the pier,NA,NA,Two of them,Two of them,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Very effective,Extremely effective,Extremely effective,Moderately effective,Moderately effective,Yes,Agree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Somewhat disagree,Agree
10/22/2023,Unregulated,R_102207,In Person,I agree,No,NA,60,Full-time,Male,"$25,000 or less",Yes,32819,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for fun or sport,NA,"Yes, with a parent or sibling",NA,Section B (markers 108-146),A few times per year,NA,NA,Four of them,Four of them,Strongly agree,Somewhat disagree,Disagree,Disagree,Not effective at all,Not effective at all,Extremely effective,Not effective at all,Very effective,No,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree
10/25/2023,Unregulated,R_102501,In Person,I agree,No,NA,71,Retired,Male,"$25,001 - $50,000",Yes,32828,Something else,I live in Orlando,Puerto Rico,No,NA,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for fun or sport,NA,"Yes, with my spouse or significant other",NA,Section B (markers 108-146),A few times per year,Two of them,Three of them,NA,NA,Agree,Somewhat agree,Strongly disagree,Agree,Very effective,Not effective at all,Moderately effective,Not effective at all,Very effective,No,NA,NA,NA,NA,NA,NA,NA,NA
10/25/2023,Unregulated,R_102502,In Person,I agree,No,NA,61,Part-time,Male,"$25,001 - $50,000",Yes,33578,NA,NA,NA,Yes,20,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for my own food,NA,"No, just me",NA,Section B (markers 108-146),At least once a week,Three of them,Two of them,NA,NA,Strongly agree,Agree,Strongly disagree,Somewhat disagree,Moderately effective,Not effective at all,Not effective at all,Not effective at all,Extremely effective,Yes,Strongly agree,Somewhat disagree,Disagree,Somewhat disagree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree
10/25/2023,Unregulated,R_102503,In Person,I agree,No,NA,47,Full-time,Male,"$100,001 or more",Yes,33708,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for fun or sport,NA,"No, just me",NA,Section B (markers 108-146),At least once a week,NA,NA,Two of them,Two of them,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Yes,Agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree
10/25/2023,Unregulated,R_102504,In Person,I agree,No,NA,69,Retired,Male,"$75,001 - $100,000",Yes,34211,NA,NA,NA,Yes,5,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for fun or sport,NA,"No, just me",NA,Section C (markers 73-107),Once or twice a month,NA,NA,Three of them,Four of them,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Moderately effective,Very effective,Extremely effective,Not effective at all,Extremely effective,Yes,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Agree
10/28/2023,Unregulated,R_102801,In Person,I agree,No,NA,38,Full-time,Male,NA,Yes,33777,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)","Fishing for fun or sport,Fishing for my own food",NA,"Yes, with a friend",NA,Section C (markers 73-107),A few times per year,Two of them,Three of them,NA,NA,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Not effective at all,Not effective at all,Moderately effective,Moderately effective,Extremely effective,No,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
10/28/2023,Unregulated,R_102802,In Person,I agree,No,NA,57,Retired,Male,"$50,001 - $75,000",Yes,33523,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Morning (7am - 11am),Fishing for my own food,NA,"Yes, with a parent or sibling",NA,Section C (markers 73-107),At least once a week,Two of them,Two of them,NA,NA,Agree,Strongly agree,Agree,Somewhat agree,Moderately effective,Slightly effective,Moderately effective,Very effective,Very effective,No,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree
