Date,Period,ResponseID,Survey,CONSENT,REPEAT,REPEAT_WHEN,AGE,EMPLOY,GENDER,INCOME,RESIDENT,ZIPCODE,VISIT_WHY,VISIT_WHY_OTHER,VISIT_FROM,PELICAN_TOTAL,PELICAN_TOTAL_N,PELICAN_INJURED,PELICAN_INJURED_N,PELICAN_DEAD,PELICAN_DEAD_N,PELICAN_FED,PELICAN_FED_TYPE,PELICAN_FED_TYPE_TEXT,TIME,REASON,REASON_TEXT,COMPANY,COMPANY_TEXT,LOCATION,FREQUENCY,TACKLE_C,TTACKLE_C,TACKLE_T,TTACKLE_T,ISSUE_CONCERN,ISSUE_CONFIDENT,ISSUE_CUT,ISSUE_NORM,ACTION_GEAR,ACTION_ZONE,ACTION_ENFORCE,ACTION_DEMOLISH,ACTION_VIDEO,REG_AWARE,REG_AFFECT.R,REG_DIFFICULT,REG_ENOUGH.R,REG_CAUSE.R,REG_SNORM,REG_REDUCE,REG_ENFORCE.R,REG_DNORM
10/28/2023,Unregulated,R_102803,In Person,I agree,No,NA,47,Full-time,Male,"$50,001 - $75,000",Yes,33579,NA,NA,NA,Yes,2,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)","Fishing for fun or sport,Fishing for my own food",NA,"Yes, with a parent or sibling",NA,Section C (markers 73-107),Once or twice a month,All of them,Three of them,NA,NA,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Not effective at all,Not effective at all,Very effective,Extremely effective,Moderately effective,Yes,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree
10/28/2023,Unregulated,R_102804,In Person,I agree,No,NA,32,Full-time,Male,"$25,001 - $50,000",Yes,34120,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for my own food,NA,"Yes, with my spouse or significant other,Yes, with my children",NA,Section C (markers 73-107),A few times per year,NA,NA,All of them,All of them,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Moderately effective,Extremely effective,Extremely effective,Not effective at all,Extremely effective,No,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Agree,Disagree
10/28/2023,Unregulated,R_102805,In Person,I agree,No,NA,32,Full-time,Male,"$50,001 - $75,000",Yes,33570,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for my own food,NA,"No, just me",NA,Section C (markers 73-107),Once or twice a month,NA,NA,All of them,Two of them,Strongly disagree,Strongly agree,Strongly disagree,Somewhat disagree,Slightly effective,Extremely effective,Extremely effective,Not effective at all,Extremely effective,Yes,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Agree
10/28/2023,Unregulated,R_102806,In Person,I agree,No,NA,43,Full-time,Male,"$100,001 or more",Yes,34202,NA,NA,NA,Yes,6,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Late night or early morning (7pm - 7am)",Fishing for fun or sport,NA,"No, just me",NA,Section C (markers 73-107),At least once a week,NA,NA,Four of them,Three of them,Strongly agree,Agree,Strongly disagree,Somewhat disagree,Extremely effective,Very effective,Extremely effective,Not effective at all,Extremely effective,Yes,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree
11/3/2023,Unregulated,R_110301,In Person,I agree,No,NA,75,Retired,Male,"$75,001 - $100,000",Yes,33573,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for my own food,NA,"No, just me",NA,Section B (markers 108-146),At least once a week,Two of them,Three of them,NA,NA,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Extremely effective,Not effective at all,Not effective at all,Moderately effective,Not effective at all,Yes,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Somewhat agree
11/3/2023,Unregulated,R_110302,In Person,I agree,No,NA,53,Full-time,Male,"$75,001 - $100,000",Yes,33573,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),"Fishing for fun or sport,Fishing for my own food,Watching friends or family fish,Something else",Relax,"No, just me",NA,Section A (markers 147-172),Once or twice a month,NA,NA,Two of them,Two of them,Somewhat agree,Strongly agree,Strongly disagree,Disagree,Not effective at all,Not effective at all,Moderately effective,Not effective at all,Moderately effective,Yes,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
11/3/2023,Unregulated,R_110303,In Person,I agree,No,NA,66,Retired,Male,"$100,001 or more",Yes,33635,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)","Fishing for fun or sport,Fishing for my own food",NA,"Yes, with a friend",NA,Section A (markers 147-172),At least once a week,NA,NA,Four of them,Two of them,Agree,Strongly agree,Strongly disagree,Somewhat agree,Moderately effective,Not effective at all,Extremely effective,Slightly effective,Moderately effective,Yes,Strongly disagree,Disagree,Disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Strongly agree
11/3/2023,Unregulated,R_110304,In Person,I agree,No,NA,83,Retired,Male,NA,Yes,33803,NA,NA,NA,Yes,3,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),Fishing for fun or sport,NA,"No, just me",NA,Section A (markers 147-172),At least once a week,NA,NA,Three of them,Three of them,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Slightly effective,Not effective at all,Very effective,Extremely effective,Extremely effective,Yes,Somewhat disagree,Disagree,Strongly disagree,Agree,Disagree,Somewhat disagree,Strongly agree,Disagree
11/5/2023,Unregulated,X_110501,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110502,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110503,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110504,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110505,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110506,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,25,No,NA,No,NA,No,NA,NA,"Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110507,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110508,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110509,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110510,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110511,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110512,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110513,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110514,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110515,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110516,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110517,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110518,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110519,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110520,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110521,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/5/2023,Unregulated,X_110522,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110801,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110802,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110803,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110804,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110805,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110806,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110807,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110808,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,5,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110809,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110810,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,12,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110811,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110812,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110813,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110814,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/8/2023,Unregulated,X_110815,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section C (markers 73-107),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111101,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111102,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111103,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111104,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111105,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111106,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111107,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111108,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111109,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111110,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section A (markers 147-172),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111111,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,3,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111112,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,4,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111113,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111114,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111115,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm),Late night or early morning (7pm - 7am)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111116,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111117,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111118,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111119,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,No,NA,No,NA,No,NA,NA,"Morning (7am - 11am),Mid-day (11am - 3pm)",NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/11/2023,Unregulated,X_111120,In Person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,No,NA,No,NA,No,NA,NA,Mid-day (11am - 3pm),NA,NA,NA,NA,Section B (markers 108-146),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
